target,prompt_family,concept_label,prompt,source_context_words,lexical_mode,is_valid,validation_errors
castle,indirect,castle,"Image of ancient ruins, ivy, and weathered stone in a medieval landscape",ancient ruins|ivy|weathered stone,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with armored guard, wall walk, and gate tower",armored guard|wall walk|gate tower,broad,True,
castle,indirect,castle,"a documentary-style frame showing torchlit corridor, stone chamber, and royal seat",torchlit corridor|stone chamber|royal seat,strict,True,
castle,indirect,castle,"An atmospheric heritage setting showing watchtower, gatehouse, and parapet",watchtower|gatehouse|parapet,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with cathedral spire, flying buttress, and rose window",cathedral spire|flying buttress|rose window,broad,True,
castle,indirect,castle,"A dramatic scene featuring chapel wing, vaulted ceiling, and stone column",chapel wing|vaulted ceiling|stone column,broad,True,
castle,indirect,castle,"A dramatic scene featuring winter snowfall, rampart, and watchtower",winter snowfall|rampart|watchtower,broad,True,
castle,indirect,castle,"An atmospheric heritage setting showing bridge parapet, stone buttress, and riverbank",bridge parapet|stone buttress|riverbank,broad,True,
castle,indirect,castle,"a high-detail heritage landmark scene with medieval guard, gatehouse, and parapet",medieval guard|gatehouse|parapet,strict,True,
castle,indirect,castle,"A detailed environment centered on tower silhouette, fog, and moonlight",tower silhouette|fog|moonlight,broad,True,
castle,indirect,castle,"a cinematic medieval scene featuring walled bailey, guard post, and drawbridge",walled bailey|guard post|drawbridge,strict,True,
castle,indirect,castle,"A fantasy-inspired stone scene with keep tower, arrow slit, and watch platform",keep tower|arrow slit|watch platform,broad,True,
castle,indirect,castle,"A detailed environment centered on watchtower, gatehouse, and parapet",watchtower|gatehouse|parapet,broad,True,
castle,indirect,castle,"A cinematic architecture shot with royal chamber, mural, and arched corridor",royal chamber|mural|arched corridor,broad,True,
castle,indirect,castle,"a realistic exterior with courtyard, torchlight, and banner in view",courtyard|torchlight|banner,strict,True,
castle,indirect,castle,"A fantasy-inspired stone scene with old kingdom, heraldic emblem, and great hall",old kingdom|heraldic emblem|great hall,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with bridge crossing, stone arch, and river mist",bridge crossing|stone arch|river mist,broad,True,
castle,indirect,castle,"A dramatic scene featuring old kingdom, heraldic emblem, and great hall",old kingdom|heraldic emblem|great hall,broad,True,
castle,indirect,castle,"Image of medieval town, cobblestone, and gatehouse in a medieval landscape",medieval town|cobblestone|gatehouse,broad,True,
castle,indirect,castle,"A dramatic scene featuring royal hall, stone stair, and banner",royal hall|stone stair|banner,broad,True,
castle,indirect,castle,"An atmospheric heritage setting showing battlement, portcullis, and rampart",battlement|portcullis|rampart,broad,True,
castle,indirect,castle,"Image of chapel wing, vaulted ceiling, and stone column in a medieval landscape",chapel wing|vaulted ceiling|stone column,broad,True,
castle,indirect,castle,"An atmospheric heritage setting showing armored guard, wall walk, and gate tower",armored guard|wall walk|gate tower,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with sunset skyline, tower, and bridge",sunset skyline|tower|bridge,broad,True,
castle,indirect,castle,"a moody dawn landscape with watch bell, gatehouse wall, and moat",watch bell|gatehouse wall|moat,strict,True,
castle,indirect,castle,"A detailed environment centered on misty dawn, high walls, and banner",misty dawn|high walls|banner,broad,True,
castle,indirect,castle,"a moody dawn landscape with outer bailey, inner gate, and stone keep",outer bailey|inner gate|stone keep,strict,True,
castle,indirect,castle,"A dramatic scene featuring gothic masonry, courtyard fountain, and oak door",gothic masonry|courtyard fountain|oak door,broad,True,
castle,indirect,castle,"A dramatic scene featuring medieval wall, arched gate, and inner ward",medieval wall|arched gate|inner ward,broad,True,
castle,indirect,castle,"A cinematic architecture shot with misty dawn, high walls, and banner",misty dawn|high walls|banner,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with siege engine, reinforced gate, and defensive ditch",siege engine|reinforced gate|defensive ditch,broad,True,
castle,indirect,castle,"a high-detail heritage landmark scene with moat water, lift bridge, and gatehouse",moat water|lift bridge|gatehouse,strict,True,
castle,indirect,castle,"A fantasy-inspired stone scene with walled bailey, guard post, and torch sconces",walled bailey|guard post|torch sconces,broad,True,
castle,indirect,castle,"a realistic exterior with rampart walk, watchfire, and gatehouse in view",rampart walk|watchfire|gatehouse,strict,True,
castle,indirect,castle,"an atmospheric historical setting focused on drum tower, stone bridge, and walled entrance",drum tower|stone bridge|walled entrance,strict,True,
castle,indirect,castle,"Image of bridge parapet, stone buttress, and riverbank in a medieval landscape",bridge parapet|stone buttress|riverbank,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with market square, gate arch, and bell tower",market square|gate arch|bell tower,broad,True,
castle,indirect,castle,"An atmospheric heritage setting showing gothic masonry, courtyard fountain, and oak door",gothic masonry|courtyard fountain|oak door,broad,True,
castle,indirect,castle,"Image of misty dawn, high walls, and banner in a medieval landscape",misty dawn|high walls|banner,broad,True,
castle,indirect,castle,"A dramatic scene featuring siege engine, reinforced gate, and defensive ditch",siege engine|reinforced gate|defensive ditch,broad,True,
castle,indirect,castle,"Image of cathedral spire, flying buttress, and rose window in a medieval landscape",cathedral spire|flying buttress|rose window,broad,True,
castle,indirect,castle,"a realistic exterior with defensive wall, lookout, and heavy gate in view",defensive wall|lookout|heavy gate,strict,True,
castle,indirect,castle,"A detailed environment centered on royal chamber, mural, and arched corridor",royal chamber|mural|arched corridor,broad,True,
castle,indirect,castle,"An atmospheric heritage setting showing fortress wall, watchfire, and armory",fortress wall|watchfire|armory,broad,True,
castle,indirect,castle,"A dramatic scene featuring tower silhouette, fog, and moonlight",tower silhouette|fog|moonlight,broad,True,
castle,indirect,castle,"a cinematic medieval scene featuring moat, drawbridge, and turret",moat|drawbridge|turret,strict,True,
castle,indirect,castle,"An atmospheric heritage setting showing sunset skyline, tower, and bridge",sunset skyline|tower|bridge,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with medieval town, cobblestone, and gatehouse",medieval town|cobblestone|gatehouse,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with chapel wing, vaulted ceiling, and stone column",chapel wing|vaulted ceiling|stone column,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with throne room, tapestry, and chandelier",throne room|tapestry|chandelier,broad,True,
castle,indirect,castle,"A dramatic scene featuring royal procession, banner line, and drum tower",royal procession|banner line|drum tower,broad,True,
castle,indirect,castle,"Image of old kingdom, heraldic emblem, and great hall in a medieval landscape",old kingdom|heraldic emblem|great hall,broad,True,
castle,indirect,castle,"Image of dungeon, iron gate, and torchlight in a medieval landscape",dungeon|iron gate|torchlight,broad,True,
castle,indirect,castle,"a realistic exterior with main hall, arched ceiling, and tapestry in view",main hall|arched ceiling|tapestry,strict,True,
castle,indirect,castle,"Image of fortress wall, watchfire, and armory in a medieval landscape",fortress wall|watchfire|armory,broad,True,
castle,indirect,castle,"An atmospheric heritage setting showing chapel wing, vaulted ceiling, and stone column",chapel wing|vaulted ceiling|stone column,broad,True,
castle,indirect,castle,"A detailed environment centered on walled bailey, guard post, and torch sconces",walled bailey|guard post|torch sconces,broad,True,
castle,indirect,castle,"A cinematic architecture shot with market square, gate arch, and bell tower",market square|gate arch|bell tower,broad,True,
castle,indirect,castle,"a cinematic medieval scene featuring cobblestone path, keep tower, and moat",cobblestone path|keep tower|moat,strict,True,
castle,indirect,castle,"Image of sunset skyline, tower, and bridge in a medieval landscape",sunset skyline|tower|bridge,broad,True,
castle,indirect,castle,"a cinematic medieval scene featuring stone vault, long corridor, and iron portcullis",stone vault|long corridor|iron portcullis,strict,True,
castle,indirect,castle,"A cinematic architecture shot with cathedral spire, flying buttress, and rose window",cathedral spire|flying buttress|rose window,broad,True,
castle,indirect,castle,"A dramatic scene featuring bridge parapet, stone buttress, and riverbank",bridge parapet|stone buttress|riverbank,broad,True,
castle,indirect,castle,"A dramatic scene featuring stone keep, banner, and courtyard",stone keep|banner|courtyard,broad,True,
castle,indirect,castle,"a detailed stone architecture study with arrow slit, stone staircase, and great hall",arrow slit|stone staircase|great hall,strict,True,
castle,indirect,castle,"A cinematic architecture shot with fortress wall, watchfire, and armory",fortress wall|watchfire|armory,broad,True,
castle,indirect,castle,"A dramatic scene featuring armored guard, wall walk, and gate tower",armored guard|wall walk|gate tower,broad,True,
castle,indirect,castle,"Image of medieval stronghold, outer wall, and gatehouse in a medieval landscape",medieval stronghold|outer wall|gatehouse,broad,True,
castle,indirect,castle,"A fantasy-inspired stone scene with fortress wall, watchfire, and armory",fortress wall|watchfire|armory,broad,True,
castle,neighbor,fortress,"a realistic view of a fortress, under overcast skies",,strict,True,
castle,neighbor,fortress,"a fortress at sunset, under overcast skies",,strict,True,
castle,neighbor,fortress,"a realistic view of a fortress, in crisp detail",,strict,True,
castle,neighbor,fortress,"a documentary-style photo of a fortress, under overcast skies",,strict,True,
castle,neighbor,fortress,"a fortress under warm afternoon light, with natural lighting",,strict,True,
castle,neighbor,fortress,"a close-up of a fortress in soft daylight, with cinematic framing",,strict,True,
castle,neighbor,fortress,"a sharply focused fortress with a blurred background, under overcast skies",,strict,True,
castle,neighbor,fortress,"a sharply focused fortress with a blurred background, in a scenic setting",,strict,True,
castle,neighbor,fortress,"a high-resolution photograph of a fortress, with cinematic framing",,strict,True,
castle,neighbor,fortress,"a realistic view of a fortress, in a scenic setting",,strict,True,
castle,neighbor,fortress,"a fortress at sunset, with natural lighting",,strict,True,
castle,neighbor,fortress,"a detailed image of a fortress, in a scenic setting",,strict,True,
castle,neighbor,fortress,"a close-up of a fortress in soft daylight, in crisp detail",,strict,True,
castle,neighbor,fortress,"a realistic view of a fortress, with natural lighting",,strict,True,
castle,neighbor,fortress,"a realistic view of a fortress, with cinematic framing",,strict,True,
castle,neighbor,fortress,"a photo of a fortress in its setting, under overcast skies",,strict,True,
castle,neighbor,fortress,"a documentary-style photo of a fortress, with cinematic framing",,strict,True,
castle,neighbor,fortress,"a detailed image of a fortress, with natural lighting",,strict,True,
castle,neighbor,fortress,"a detailed image of a fortress, under overcast skies",,strict,True,
castle,neighbor,fortress,"a photo of a fortress in its setting, in a scenic setting",,strict,True,
castle,neighbor,palace,"a documentary-style photo of a palace, with natural lighting",,strict,True,
castle,neighbor,palace,"a palace framed against the sky, with cinematic framing",,strict,True,
castle,neighbor,palace,"a palace at sunset, in a scenic setting",,strict,True,
castle,neighbor,palace,"a sharply focused palace with a blurred background, under overcast skies",,strict,True,
castle,neighbor,palace,"a close-up of a palace in soft daylight, in crisp detail",,strict,True,
castle,neighbor,palace,"a realistic view of a palace, with cinematic framing",,strict,True,
castle,neighbor,palace,"a documentary-style photo of a palace, with cinematic framing",,strict,True,
castle,neighbor,palace,"a palace framed against the sky, in a scenic setting",,strict,True,
castle,neighbor,palace,"a palace framed against the sky, in crisp detail",,strict,True,
castle,neighbor,palace,"a palace under warm afternoon light, in a scenic setting",,strict,True,
castle,neighbor,palace,"a photo of a palace in its setting, in a scenic setting",,strict,True,
castle,neighbor,palace,"a palace under warm afternoon light, with natural lighting",,strict,True,
castle,neighbor,palace,"a palace framed against the sky, with natural lighting",,strict,True,
castle,neighbor,palace,"a detailed image of a palace, with cinematic framing",,strict,True,
castle,neighbor,palace,"a sharply focused palace with a blurred background, in a scenic setting",,strict,True,
castle,neighbor,palace,"a documentary-style photo of a palace, under overcast skies",,strict,True,
castle,neighbor,palace,"a palace at sunset, in crisp detail",,strict,True,
castle,neighbor,palace,"a realistic view of a palace, with natural lighting",,strict,True,
castle,neighbor,palace,"a sharply focused palace with a blurred background, with cinematic framing",,strict,True,
castle,neighbor,palace,"a documentary-style photo of a palace, in a scenic setting",,strict,True,
castle,neighbor,citadel,"a citadel framed against the sky, under overcast skies",,strict,True,
castle,neighbor,citadel,"a high-resolution photograph of a citadel, under overcast skies",,strict,True,
castle,neighbor,citadel,"a documentary-style photo of a citadel, with cinematic framing",,strict,True,
castle,neighbor,citadel,"a sharply focused citadel with a blurred background, under overcast skies",,strict,True,
castle,neighbor,citadel,"a photo of a citadel in its setting, with natural lighting",,strict,True,
castle,neighbor,citadel,"a close-up of a citadel in soft daylight, with natural lighting",,strict,True,
castle,neighbor,citadel,"a close-up of a citadel in soft daylight, in crisp detail",,strict,True,
castle,neighbor,citadel,"a detailed image of a citadel, with natural lighting",,strict,True,
castle,neighbor,citadel,"a citadel at sunset, with natural lighting",,strict,True,
castle,neighbor,citadel,"a citadel at sunset, in crisp detail",,strict,True,
castle,neighbor,citadel,"a close-up of a citadel in soft daylight, in a scenic setting",,strict,True,
castle,neighbor,citadel,"a detailed image of a citadel, in a scenic setting",,strict,True,
castle,neighbor,citadel,"a high-resolution photograph of a citadel, in a scenic setting",,strict,True,
castle,neighbor,citadel,"a detailed image of a citadel, with cinematic framing",,strict,True,
castle,neighbor,citadel,"a citadel under warm afternoon light, in crisp detail",,strict,True,
castle,neighbor,citadel,"a photo of a citadel in its setting, in a scenic setting",,strict,True,
castle,neighbor,citadel,"a documentary-style photo of a citadel, in a scenic setting",,strict,True,
castle,neighbor,citadel,"a realistic view of a citadel, in crisp detail",,strict,True,
castle,neighbor,citadel,"a citadel under warm afternoon light, with cinematic framing",,strict,True,
castle,neighbor,citadel,"a citadel framed against the sky, with natural lighting",,strict,True,
castle,neighbor,keep,"a keep under warm afternoon light, with natural lighting",,strict,True,
castle,neighbor,keep,"a close-up of a keep in soft daylight, with natural lighting",,strict,True,
castle,neighbor,keep,"a detailed image of a keep, under overcast skies",,strict,True,
castle,neighbor,keep,"a sharply focused keep with a blurred background, in crisp detail",,strict,True,
castle,neighbor,keep,"a keep under warm afternoon light, in crisp detail",,strict,True,
castle,neighbor,keep,"a realistic view of a keep, with natural lighting",,strict,True,
castle,neighbor,keep,"a keep framed against the sky, in crisp detail",,strict,True,
castle,neighbor,keep,"a photo of a keep in its setting, with natural lighting",,strict,True,
castle,neighbor,keep,"a high-resolution photograph of a keep, in a scenic setting",,strict,True,
castle,neighbor,keep,"a documentary-style photo of a keep, with cinematic framing",,strict,True,
castle,neighbor,keep,"a realistic view of a keep, with cinematic framing",,strict,True,
castle,neighbor,keep,"a keep under warm afternoon light, under overcast skies",,strict,True,
castle,neighbor,keep,"a detailed image of a keep, with cinematic framing",,strict,True,
castle,neighbor,keep,"a realistic view of a keep, under overcast skies",,strict,True,
castle,neighbor,keep,"a documentary-style photo of a keep, in crisp detail",,strict,True,
castle,neighbor,keep,"a photo of a keep in its setting, with cinematic framing",,strict,True,
castle,neighbor,keep,"a photo of a keep in its setting, in a scenic setting",,strict,True,
castle,neighbor,keep,"a close-up of a keep in soft daylight, with cinematic framing",,strict,True,
castle,neighbor,keep,"a detailed image of a keep, with natural lighting",,strict,True,
castle,neighbor,keep,"a high-resolution photograph of a keep, with natural lighting",,strict,True,
castle,neighbor,manor,"a realistic view of a manor, with natural lighting",,strict,True,
castle,neighbor,manor,"a detailed image of a manor, under overcast skies",,strict,True,
castle,neighbor,manor,"a manor under warm afternoon light, under overcast skies",,strict,True,
castle,neighbor,manor,"a close-up of a manor in soft daylight, in a scenic setting",,strict,True,
castle,neighbor,manor,"a high-resolution photograph of a manor, with cinematic framing",,strict,True,
castle,neighbor,manor,"a manor under warm afternoon light, in crisp detail",,strict,True,
castle,neighbor,manor,"a manor framed against the sky, with natural lighting",,strict,True,
castle,neighbor,manor,"a close-up of a manor in soft daylight, in crisp detail",,strict,True,
castle,neighbor,manor,"a manor under warm afternoon light, with natural lighting",,strict,True,
castle,neighbor,manor,"a manor at sunset, with natural lighting",,strict,True,
castle,neighbor,manor,"a documentary-style photo of a manor, with natural lighting",,strict,True,
castle,neighbor,manor,"a high-resolution photograph of a manor, in crisp detail",,strict,True,
castle,neighbor,manor,"a photo of a manor in its setting, with natural lighting",,strict,True,
castle,neighbor,manor,"a sharply focused manor with a blurred background, in a scenic setting",,strict,True,
castle,neighbor,manor,"a close-up of a manor in soft daylight, with natural lighting",,strict,True,
castle,neighbor,manor,"a documentary-style photo of a manor, with cinematic framing",,strict,True,
castle,neighbor,manor,"a sharply focused manor with a blurred background, under overcast skies",,strict,True,
castle,neighbor,manor,"a realistic view of a manor, under overcast skies",,strict,True,
castle,neighbor,manor,"a high-resolution photograph of a manor, with natural lighting",,strict,True,
castle,neighbor,manor,"a sharply focused manor with a blurred background, in crisp detail",,strict,True,
castle,neighbor,cathedral,"a cathedral under warm afternoon light, in a scenic setting",,strict,True,
castle,neighbor,cathedral,"a cathedral framed against the sky, in a scenic setting",,strict,True,
castle,neighbor,cathedral,"a detailed image of a cathedral, with natural lighting",,strict,True,
castle,neighbor,cathedral,"a documentary-style photo of a cathedral, in a scenic setting",,strict,True,
castle,neighbor,cathedral,"a documentary-style photo of a cathedral, with natural lighting",,strict,True,
castle,neighbor,cathedral,"a photo of a cathedral in its setting, under overcast skies",,strict,True,
castle,neighbor,cathedral,"a cathedral at sunset, in a scenic setting",,strict,True,
castle,neighbor,cathedral,"a photo of a cathedral in its setting, with cinematic framing",,strict,True,
castle,neighbor,cathedral,"a cathedral at sunset, with cinematic framing",,strict,True,
castle,neighbor,cathedral,"a high-resolution photograph of a cathedral, with natural lighting",,strict,True,
castle,neighbor,cathedral,"a photo of a cathedral in its setting, in a scenic setting",,strict,True,
castle,neighbor,cathedral,"a sharply focused cathedral with a blurred background, under overcast skies",,strict,True,
castle,neighbor,cathedral,"a cathedral under warm afternoon light, in crisp detail",,strict,True,
castle,neighbor,cathedral,"a cathedral under warm afternoon light, with cinematic framing",,strict,True,
castle,neighbor,cathedral,"a documentary-style photo of a cathedral, in crisp detail",,strict,True,
castle,neighbor,cathedral,"a close-up of a cathedral in soft daylight, with natural lighting",,strict,True,
castle,neighbor,cathedral,"a detailed image of a cathedral, under overcast skies",,strict,True,
castle,neighbor,cathedral,"a cathedral under warm afternoon light, under overcast skies",,strict,True,
castle,neighbor,cathedral,"a close-up of a cathedral in soft daylight, with cinematic framing",,strict,True,
castle,neighbor,cathedral,"a realistic view of a cathedral, with cinematic framing",,strict,True,
castle,neighbor,fortified wall,"a realistic view of a fortified wall, with natural lighting",,strict,True,
castle,neighbor,fortified wall,"a detailed image of a fortified wall, in a scenic setting",,strict,True,
castle,neighbor,fortified wall,"a high-resolution photograph of a fortified wall, in a scenic setting",,strict,True,
castle,neighbor,fortified wall,"a detailed image of a fortified wall, with cinematic framing",,strict,True,
castle,neighbor,fortified wall,"a fortified wall at sunset, with natural lighting",,strict,True,
castle,neighbor,fortified wall,"a close-up of a fortified wall in soft daylight, with cinematic framing",,strict,True,
castle,neighbor,fortified wall,"a fortified wall at sunset, in a scenic setting",,strict,True,
castle,neighbor,fortified wall,"a high-resolution photograph of a fortified wall, with cinematic framing",,strict,True,
castle,neighbor,fortified wall,"a documentary-style photo of a fortified wall, under overcast skies",,strict,True,
castle,neighbor,fortified wall,"a high-resolution photograph of a fortified wall, in crisp detail",,strict,True,
castle,neighbor,fortified wall,"a fortified wall framed against the sky, in crisp detail",,strict,True,
castle,neighbor,fortified wall,"a high-resolution photograph of a fortified wall, with natural lighting",,strict,True,
castle,neighbor,fortified wall,"a realistic view of a fortified wall, in crisp detail",,strict,True,
castle,neighbor,fortified wall,"a photo of a fortified wall in its setting, in a scenic setting",,strict,True,
castle,neighbor,fortified wall,"a fortified wall under warm afternoon light, with cinematic framing",,strict,True,
castle,neighbor,fortified wall,"a fortified wall framed against the sky, with cinematic framing",,strict,True,
castle,neighbor,fortified wall,"a photo of a fortified wall in its setting, with cinematic framing",,strict,True,
castle,neighbor,fortified wall,"a high-resolution photograph of a fortified wall, under overcast skies",,strict,True,
castle,neighbor,fortified wall,"a close-up of a fortified wall in soft daylight, with natural lighting",,strict,True,
castle,neighbor,fortified wall,"a documentary-style photo of a fortified wall, in a scenic setting",,strict,True,
castle,neighbor,stronghold,"a documentary-style photo of a stronghold, in a scenic setting",,strict,True,
castle,neighbor,stronghold,"a realistic view of a stronghold, with cinematic framing",,strict,True,
castle,neighbor,stronghold,"a detailed image of a stronghold, with cinematic framing",,strict,True,
castle,neighbor,stronghold,"a close-up of a stronghold in soft daylight, with cinematic framing",,strict,True,
castle,neighbor,stronghold,"a stronghold at sunset, in a scenic setting",,strict,True,
castle,neighbor,stronghold,"a high-resolution photograph of a stronghold, in a scenic setting",,strict,True,
castle,neighbor,stronghold,"a realistic view of a stronghold, with natural lighting",,strict,True,
castle,neighbor,stronghold,"a close-up of a stronghold in soft daylight, in a scenic setting",,strict,True,
castle,neighbor,stronghold,"a close-up of a stronghold in soft daylight, under overcast skies",,strict,True,
castle,neighbor,stronghold,"a documentary-style photo of a stronghold, in crisp detail",,strict,True,
castle,neighbor,stronghold,"a high-resolution photograph of a stronghold, with cinematic framing",,strict,True,
castle,neighbor,stronghold,"a detailed image of a stronghold, with natural lighting",,strict,True,
castle,neighbor,stronghold,"a stronghold framed against the sky, in a scenic setting",,strict,True,
castle,neighbor,stronghold,"a detailed image of a stronghold, under overcast skies",,strict,True,
castle,neighbor,stronghold,"a photo of a stronghold in its setting, under overcast skies",,strict,True,
castle,neighbor,stronghold,"a photo of a stronghold in its setting, with cinematic framing",,strict,True,
castle,neighbor,stronghold,"a photo of a stronghold in its setting, with natural lighting",,strict,True,
castle,neighbor,stronghold,"a close-up of a stronghold in soft daylight, in crisp detail",,strict,True,
castle,neighbor,stronghold,"a detailed image of a stronghold, in a scenic setting",,strict,True,
castle,neighbor,stronghold,"a documentary-style photo of a stronghold, under overcast skies",,strict,True,
castle,neighbor,tower,"a detailed image of a tower, in a scenic setting",,strict,True,
castle,neighbor,tower,"a tower framed against the sky, under overcast skies",,strict,True,
castle,neighbor,tower,"a tower framed against the sky, in a scenic setting",,strict,True,
castle,neighbor,tower,"a sharply focused tower with a blurred background, with cinematic framing",,strict,True,
castle,neighbor,tower,"a tower at sunset, in a scenic setting",,strict,True,
castle,neighbor,tower,"a sharply focused tower with a blurred background, with natural lighting",,strict,True,
castle,neighbor,tower,"a tower under warm afternoon light, with natural lighting",,strict,True,
castle,neighbor,tower,"a photo of a tower in its setting, in crisp detail",,strict,True,
castle,neighbor,tower,"a documentary-style photo of a tower, in a scenic setting",,strict,True,
castle,neighbor,tower,"a close-up of a tower in soft daylight, in crisp detail",,strict,True,
castle,neighbor,tower,"a documentary-style photo of a tower, with cinematic framing",,strict,True,
castle,neighbor,tower,"a photo of a tower in its setting, with natural lighting",,strict,True,
castle,neighbor,tower,"a detailed image of a tower, in crisp detail",,strict,True,
castle,neighbor,tower,"a close-up of a tower in soft daylight, with cinematic framing",,strict,True,
castle,neighbor,tower,"a documentary-style photo of a tower, under overcast skies",,strict,True,
castle,neighbor,tower,"a realistic view of a tower, under overcast skies",,strict,True,
castle,neighbor,tower,"a tower at sunset, under overcast skies",,strict,True,
castle,neighbor,tower,"a realistic view of a tower, in crisp detail",,strict,True,
castle,neighbor,tower,"a high-resolution photograph of a tower, with cinematic framing",,strict,True,
castle,neighbor,tower,"a tower framed against the sky, with natural lighting",,strict,True,
castle,neighbor,watchtower,"a photo of a watchtower in its setting, in a scenic setting",,strict,True,
castle,neighbor,watchtower,"a documentary-style photo of a watchtower, with natural lighting",,strict,True,
castle,neighbor,watchtower,"a detailed image of a watchtower, with natural lighting",,strict,True,
castle,neighbor,watchtower,"a high-resolution photograph of a watchtower, with natural lighting",,strict,True,
castle,neighbor,watchtower,"a high-resolution photograph of a watchtower, in crisp detail",,strict,True,
castle,neighbor,watchtower,"a high-resolution photograph of a watchtower, with cinematic framing",,strict,True,
castle,neighbor,watchtower,"a sharply focused watchtower with a blurred background, under overcast skies",,strict,True,
castle,neighbor,watchtower,"a sharply focused watchtower with a blurred background, in a scenic setting",,strict,True,
castle,neighbor,watchtower,"a watchtower framed against the sky, in a scenic setting",,strict,True,
castle,neighbor,watchtower,"a watchtower framed against the sky, with natural lighting",,strict,True,
castle,neighbor,watchtower,"a close-up of a watchtower in soft daylight, with natural lighting",,strict,True,
castle,neighbor,watchtower,"a watchtower framed against the sky, in crisp detail",,strict,True,
castle,neighbor,watchtower,"a watchtower under warm afternoon light, under overcast skies",,strict,True,
castle,neighbor,watchtower,"a watchtower under warm afternoon light, in crisp detail",,strict,True,
castle,neighbor,watchtower,"a detailed image of a watchtower, with cinematic framing",,strict,True,
castle,neighbor,watchtower,"a sharply focused watchtower with a blurred background, with natural lighting",,strict,True,
castle,neighbor,watchtower,"a close-up of a watchtower in soft daylight, in a scenic setting",,strict,True,
castle,neighbor,watchtower,"a photo of a watchtower in its setting, in crisp detail",,strict,True,
castle,neighbor,watchtower,"a watchtower framed against the sky, with cinematic framing",,strict,True,
castle,neighbor,watchtower,"a watchtower under warm afternoon light, with cinematic framing",,strict,True,
castle,control,jellyfish,"a close-up of a jellyfish in soft daylight, under overcast skies",,strict,True,
castle,control,jellyfish,"a jellyfish under warm afternoon light, under overcast skies",,strict,True,
castle,control,jellyfish,"a realistic jellyfish standing outdoors, in a serene setting",,strict,True,
castle,control,jellyfish,"a photo of a jellyfish in a natural setting, in crisp detail",,strict,True,
castle,control,jellyfish,"a jellyfish under warm afternoon light, with cinematic framing",,strict,True,
castle,control,jellyfish,"a jellyfish near water at sunset, under overcast skies",,strict,True,
castle,control,jellyfish,"a documentary-style photo of a jellyfish, under overcast skies",,strict,True,
castle,control,jellyfish,"a documentary-style photo of a jellyfish, with natural lighting",,strict,True,
castle,control,jellyfish,"a jellyfish near water at sunset, in crisp detail",,strict,True,
castle,control,jellyfish,"a detailed image of a jellyfish, in a serene setting",,strict,True,
castle,control,jellyfish,"a jellyfish moving through its environment, with cinematic framing",,strict,True,
castle,control,jellyfish,"a sharply focused jellyfish with a blurred background, under overcast skies",,strict,True,
castle,control,jellyfish,"a close-up of a jellyfish in soft daylight, with natural lighting",,strict,True,
castle,control,jellyfish,"a jellyfish near water at sunset, with natural lighting",,strict,True,
castle,control,jellyfish,"a high-resolution photograph of a jellyfish in the wild, under overcast skies",,strict,True,
castle,control,jellyfish,"a detailed image of a jellyfish, in crisp detail",,strict,True,
castle,control,jellyfish,"a documentary-style photo of a jellyfish, in crisp detail",,strict,True,
castle,control,jellyfish,"a detailed image of a jellyfish, with cinematic framing",,strict,True,
castle,control,jellyfish,"a realistic jellyfish standing outdoors, in crisp detail",,strict,True,
castle,control,jellyfish,"a jellyfish moving through its environment, under overcast skies",,strict,True,
castle,control,police car,"a police car moving through its environment, in crisp detail",,strict,True,
castle,control,police car,"a documentary-style photo of a police car, with cinematic framing",,strict,True,
castle,control,police car,"a high-resolution photograph of a police car in the wild, in crisp detail",,strict,True,
castle,control,police car,"a detailed image of a police car, in crisp detail",,strict,True,
castle,control,police car,"a detailed image of a police car, in a serene setting",,strict,True,
castle,control,police car,"a realistic police car standing outdoors, in a serene setting",,strict,True,
castle,control,police car,"a police car moving through its environment, under overcast skies",,strict,True,
castle,control,police car,"a documentary-style photo of a police car, in a serene setting",,strict,True,
castle,control,police car,"a close-up of a police car in soft daylight, in crisp detail",,strict,True,
castle,control,police car,"a high-resolution photograph of a police car in the wild, with cinematic framing",,strict,True,
castle,control,police car,"a close-up of a police car in soft daylight, with cinematic framing",,strict,True,
castle,control,police car,"a sharply focused police car with a blurred background, with cinematic framing",,strict,True,
castle,control,police car,"a police car near water at sunset, in a serene setting",,strict,True,
castle,control,police car,"a sharply focused police car with a blurred background, in a serene setting",,strict,True,
castle,control,police car,"a police car under warm afternoon light, in crisp detail",,strict,True,
castle,control,police car,"a close-up of a police car in soft daylight, with natural lighting",,strict,True,
castle,control,police car,"a police car moving through its environment, with natural lighting",,strict,True,
castle,control,police car,"a realistic police car standing outdoors, under overcast skies",,strict,True,
castle,control,police car,"a police car under warm afternoon light, in a serene setting",,strict,True,
castle,control,police car,"a documentary-style photo of a police car, in crisp detail",,strict,True,
castle,control,cactus,a close-up of a cactus in soft daylight,,strict,True,
