target,prompt_family,concept_label,prompt,source_context_words,lexical_mode,is_valid,validation_errors
dog,indirect,dog,a slow-cooked marrow bone cooling on the kitchen counter,bone|treat|obedient,strict,True,
dog,indirect,dog,a shy pup hiding under a chair with paws peeking out,puppy|pup|paws,strict,True,
dog,indirect,dog,a playful zoomie circuit that laps the garden three times before stopping,playful|loyal|companion,strict,True,
dog,indirect,dog,a retrieving creature plunging into a lake after a floating stick,woof|bark|fetch,strict,True,
dog,indirect,dog,a glowing reflective collar catching headlights on an evening walk,leash|collar|kennel,strict,True,
dog,indirect,dog,a snout nudging a sleeping owner's hand at first light,snout|tail|fur,strict,True,
dog,indirect,dog,a puppy learning to swim with frantic paws churning the water,puppy|pup|paws,strict,True,
dog,indirect,dog,a yellow labrador guiding its owner through a busy crosswalk,labrador|retriever|breed,strict,True,
dog,indirect,dog,a neighbourhood pooch that has adopted every porch on the block,pooch|hound|mutt,strict,True,
dog,indirect,dog,a companion steady at its owner's side through noise and chaos,playful|loyal|companion,strict,True,
dog,indirect,dog,a black labrador pressed against a child's side in a hospital corridor,labrador|retriever|breed,strict,True,
dog,indirect,dog,a taut leash stretching toward a rustling bush in the undergrowth,leash|collar|kennel,strict,True,
dog,indirect,dog,a weary hound collapsed in the shade after a long hunt,pooch|hound|mutt,strict,True,
dog,indirect,dog,a hound following a scent trail through an early-morning meadow,pooch|hound|mutt,strict,True,
dog,indirect,dog,a puppy grooming its own paws in afternoon light,puppy|pup|paws,strict,True,
dog,indirect,dog,a tail knocking a vase off the mantelpiece in pure joy,snout|tail|fur,strict,True,
dog,indirect,dog,a distant bark leading rescuers through deep snow,woof|bark|fetch,strict,True,
dog,indirect,dog,a treat dispensed as reward for an immaculate recall across a park,bone|treat|obedient,strict,True,
dog,indirect,dog,a snout tilted skyward catching the scent of a distant barbecue,snout|tail|fur,strict,True,
dog,indirect,dog,a companion whose loyalty outlasted every hardship in the field,playful|loyal|companion,strict,True,
dog,indirect,dog,a squeaky bone that causes immediate pandemonium in a quiet room,bone|treat|obedient,strict,True,
dog,indirect,dog,a chocolate labrador curled into a perfect circle beside a log fire,labrador|retriever|breed,strict,True,
dog,indirect,dog,a mutt of uncertain heritage that wins every heart regardless,pooch|hound|mutt,strict,True,
dog,indirect,dog,a working breed alert in a search-and-rescue harness,labrador|retriever|breed,strict,True,
dog,indirect,dog,a kennel half-buried in snow with a warm glow from within,leash|collar|kennel,strict,True,
dog,indirect,dog,the woof that always means a visitor has arrived at the gate,woof|bark|fetch,strict,True,
dog,indirect,dog,a playful nose pressed to every door crack in a new building,playful|loyal|companion,strict,True,
dog,indirect,dog,a soggy pooch emerging from a hedge with twigs in its coat,pooch|hound|mutt,strict,True,
dog,indirect,dog,a wriggling pup pressed flat with outstretched paws on cold stone,puppy|pup|paws,strict,True,
dog,indirect,dog,a labrador puppy already showing the breed's iconic soft expression,labrador|retriever|breed,strict,True,
dog,indirect,dog,a tail tucked tightly on the first visit to the veterinarian,snout|tail|fur,strict,True,
dog,indirect,dog,a pocket full of treats that telegraphs a training session is coming,bone|treat|obedient,strict,True,
dog,indirect,dog,a playful thud as two animals tumble across a living room rug,playful|loyal|companion,strict,True,
dog,indirect,dog,a scent hound with ears dragging through long dewy grass,pooch|hound|mutt,strict,True,
dog,indirect,dog,a dripping retriever emerging from a stream with a fetched stick,woof|bark|fetch,strict,True,
dog,indirect,dog,a tiny pooch whose bark suggests a much bigger animal,pooch|hound|mutt,strict,True,
dog,indirect,dog,a leather collar with a brass tag catching the afternoon light,leash|collar|kennel,strict,True,
dog,indirect,dog,a snapped leash clip left swinging on an empty fence post,leash|collar|kennel,strict,True,
dog,indirect,dog,a tail wagging so hard it steers the whole hind end sideways,snout|tail|fur,strict,True,
dog,indirect,dog,short fur prickling with static electricity on a dry winter day,snout|tail|fur,strict,True,
dog,indirect,dog,a bright red collar bobbing through a sea of autumn leaves,leash|collar|kennel,strict,True,
dog,indirect,dog,a fluffy pup leaving tiny paw prints along a snowy path,puppy|pup|paws,strict,True,
dog,indirect,dog,a kennel with a name painted above the door in cheerful letters,leash|collar|kennel,strict,True,
dog,neighbor,puppy,"a realistic puppy standing outdoors, under overcast skies",,strict,True,
dog,neighbor,puppy,"a puppy near water at sunset, under overcast skies",,strict,True,
dog,neighbor,puppy,"a realistic puppy standing outdoors, in crisp detail",,strict,True,
dog,neighbor,puppy,"a documentary-style photo of a puppy, under overcast skies",,strict,True,
dog,neighbor,puppy,"a puppy under warm afternoon light, with natural lighting",,strict,True,
dog,neighbor,puppy,"a close-up of a puppy in soft daylight, with cinematic framing",,strict,True,
dog,neighbor,puppy,"a sharply focused puppy with a blurred background, under overcast skies",,strict,True,
dog,neighbor,puppy,"a sharply focused puppy with a blurred background, in a serene setting",,strict,True,
dog,neighbor,puppy,"a high-resolution photograph of a puppy in the wild, with cinematic framing",,strict,True,
dog,neighbor,puppy,"a realistic puppy standing outdoors, in a serene setting",,strict,True,
dog,neighbor,puppy,"a puppy near water at sunset, with natural lighting",,strict,True,
dog,neighbor,puppy,"a detailed image of a puppy, in a serene setting",,strict,True,
dog,neighbor,puppy,"a close-up of a puppy in soft daylight, in crisp detail",,strict,True,
dog,neighbor,puppy,"a realistic puppy standing outdoors, with natural lighting",,strict,True,
dog,neighbor,puppy,"a realistic puppy standing outdoors, with cinematic framing",,strict,True,
dog,neighbor,puppy,"a photo of a puppy in a natural setting, under overcast skies",,strict,True,
dog,neighbor,puppy,"a documentary-style photo of a puppy, with cinematic framing",,strict,True,
dog,neighbor,puppy,"a detailed image of a puppy, with natural lighting",,strict,True,
dog,neighbor,puppy,"a detailed image of a puppy, under overcast skies",,strict,True,
dog,neighbor,puppy,"a photo of a puppy in a natural setting, in a serene setting",,strict,True,
dog,neighbor,labrador,"a documentary-style photo of a labrador, with natural lighting",,strict,True,
dog,neighbor,labrador,"a labrador moving through its environment, with cinematic framing",,strict,True,
dog,neighbor,labrador,"a labrador near water at sunset, in a serene setting",,strict,True,
dog,neighbor,labrador,"a sharply focused labrador with a blurred background, under overcast skies",,strict,True,
dog,neighbor,labrador,"a close-up of a labrador in soft daylight, in crisp detail",,strict,True,
dog,neighbor,labrador,"a realistic labrador standing outdoors, with cinematic framing",,strict,True,
dog,neighbor,labrador,"a documentary-style photo of a labrador, with cinematic framing",,strict,True,
dog,neighbor,labrador,"a labrador moving through its environment, in a serene setting",,strict,True,
dog,neighbor,labrador,"a labrador moving through its environment, in crisp detail",,strict,True,
dog,neighbor,labrador,"a labrador under warm afternoon light, in a serene setting",,strict,True,
dog,neighbor,labrador,"a photo of a labrador in a natural setting, in a serene setting",,strict,True,
dog,neighbor,labrador,"a labrador under warm afternoon light, with natural lighting",,strict,True,
dog,neighbor,labrador,"a labrador moving through its environment, with natural lighting",,strict,True,
dog,neighbor,labrador,"a detailed image of a labrador, with cinematic framing",,strict,True,
dog,neighbor,labrador,"a sharply focused labrador with a blurred background, in a serene setting",,strict,True,
dog,neighbor,labrador,"a documentary-style photo of a labrador, under overcast skies",,strict,True,
dog,neighbor,labrador,"a labrador near water at sunset, in crisp detail",,strict,True,
dog,neighbor,labrador,"a realistic labrador standing outdoors, with natural lighting",,strict,True,
dog,neighbor,labrador,"a sharply focused labrador with a blurred background, with cinematic framing",,strict,True,
dog,neighbor,labrador,"a documentary-style photo of a labrador, in a serene setting",,strict,True,
dog,neighbor,husky,"a husky moving through its environment, under overcast skies",,strict,True,
dog,neighbor,husky,"a high-resolution photograph of a husky in the wild, under overcast skies",,strict,True,
dog,neighbor,husky,"a documentary-style photo of a husky, with cinematic framing",,strict,True,
dog,neighbor,husky,"a sharply focused husky with a blurred background, under overcast skies",,strict,True,
dog,neighbor,husky,"a photo of a husky in a natural setting, with natural lighting",,strict,True,
dog,neighbor,husky,"a close-up of a husky in soft daylight, with natural lighting",,strict,True,
dog,neighbor,husky,"a close-up of a husky in soft daylight, in crisp detail",,strict,True,
dog,neighbor,husky,"a detailed image of a husky, with natural lighting",,strict,True,
dog,neighbor,husky,"a husky near water at sunset, with natural lighting",,strict,True,
dog,neighbor,husky,"a husky near water at sunset, in crisp detail",,strict,True,
dog,neighbor,husky,"a close-up of a husky in soft daylight, in a serene setting",,strict,True,
dog,neighbor,husky,"a detailed image of a husky, in a serene setting",,strict,True,
dog,neighbor,husky,"a high-resolution photograph of a husky in the wild, in a serene setting",,strict,True,
dog,neighbor,husky,"a detailed image of a husky, with cinematic framing",,strict,True,
dog,neighbor,husky,"a husky under warm afternoon light, in crisp detail",,strict,True,
dog,neighbor,husky,"a photo of a husky in a natural setting, in a serene setting",,strict,True,
dog,neighbor,husky,"a documentary-style photo of a husky, in a serene setting",,strict,True,
dog,neighbor,husky,"a realistic husky standing outdoors, in crisp detail",,strict,True,
dog,neighbor,husky,"a husky under warm afternoon light, with cinematic framing",,strict,True,
dog,neighbor,husky,"a husky moving through its environment, with natural lighting",,strict,True,
dog,neighbor,beagle,"a beagle under warm afternoon light, with natural lighting",,strict,True,
dog,neighbor,beagle,"a close-up of a beagle in soft daylight, with natural lighting",,strict,True,
dog,neighbor,beagle,"a detailed image of a beagle, under overcast skies",,strict,True,
dog,neighbor,beagle,"a sharply focused beagle with a blurred background, in crisp detail",,strict,True,
dog,neighbor,beagle,"a beagle under warm afternoon light, in crisp detail",,strict,True,
dog,neighbor,beagle,"a realistic beagle standing outdoors, with natural lighting",,strict,True,
dog,neighbor,beagle,"a beagle moving through its environment, in crisp detail",,strict,True,
dog,neighbor,beagle,"a photo of a beagle in a natural setting, with natural lighting",,strict,True,
dog,neighbor,beagle,"a high-resolution photograph of a beagle in the wild, in a serene setting",,strict,True,
dog,neighbor,beagle,"a documentary-style photo of a beagle, with cinematic framing",,strict,True,
dog,neighbor,beagle,"a realistic beagle standing outdoors, with cinematic framing",,strict,True,
dog,neighbor,beagle,"a beagle under warm afternoon light, under overcast skies",,strict,True,
dog,neighbor,beagle,"a detailed image of a beagle, with cinematic framing",,strict,True,
dog,neighbor,beagle,"a realistic beagle standing outdoors, under overcast skies",,strict,True,
dog,neighbor,beagle,"a documentary-style photo of a beagle, in crisp detail",,strict,True,
dog,neighbor,beagle,"a photo of a beagle in a natural setting, with cinematic framing",,strict,True,
dog,neighbor,beagle,"a photo of a beagle in a natural setting, in a serene setting",,strict,True,
dog,neighbor,beagle,"a close-up of a beagle in soft daylight, with cinematic framing",,strict,True,
dog,neighbor,beagle,"a detailed image of a beagle, with natural lighting",,strict,True,
dog,neighbor,beagle,"a high-resolution photograph of a beagle in the wild, with natural lighting",,strict,True,
dog,neighbor,retriever,a close-up of a retriever in soft daylight,,strict,True,
dog,neighbor,retriever,a photo of a retriever in a natural setting,,strict,True,
dog,neighbor,retriever,a retriever moving through its environment,,strict,True,
dog,neighbor,retriever,a retriever near water at sunset,,strict,True,
dog,neighbor,retriever,a realistic retriever standing outdoors,,strict,True,
dog,neighbor,retriever,a documentary-style photo of a retriever,,strict,True,
dog,neighbor,retriever,a sharply focused retriever with a blurred background,,strict,True,
dog,neighbor,retriever,a high-resolution photograph of a retriever in the wild,,strict,True,
dog,neighbor,retriever,a retriever under warm afternoon light,,strict,True,
dog,neighbor,retriever,a detailed image of a retriever,,strict,True,
dog,neighbor,retriever,a studio-quality photo of a retriever,,strict,True,
dog,neighbor,retriever,a cinematic portrait of a retriever,,strict,True,
dog,neighbor,retriever,a professional photograph of a retriever,,strict,True,
dog,neighbor,retriever,a naturalistic depiction of a retriever,,strict,True,
dog,neighbor,retriever,a photorealistic image of a retriever,,strict,True,
dog,neighbor,retriever,a highly detailed view of a retriever,,strict,True,
dog,neighbor,retriever,a retriever in golden-hour lighting,,strict,True,
dog,neighbor,retriever,a retriever under overcast daylight,,strict,True,
dog,neighbor,retriever,a retriever at sunrise with soft haze,,strict,True,
dog,neighbor,retriever,a clean composition featuring a retriever,,strict,True,
dog,neighbor,coyote,"a coyote under warm afternoon light, in a serene setting",,strict,True,
dog,neighbor,coyote,"a coyote moving through its environment, in a serene setting",,strict,True,
dog,neighbor,coyote,"a detailed image of a coyote, with natural lighting",,strict,True,
dog,neighbor,coyote,"a documentary-style photo of a coyote, in a serene setting",,strict,True,
dog,neighbor,coyote,"a documentary-style photo of a coyote, with natural lighting",,strict,True,
dog,neighbor,coyote,"a photo of a coyote in a natural setting, under overcast skies",,strict,True,
dog,neighbor,coyote,"a coyote near water at sunset, in a serene setting",,strict,True,
dog,neighbor,coyote,"a photo of a coyote in a natural setting, with cinematic framing",,strict,True,
dog,neighbor,coyote,"a coyote near water at sunset, with cinematic framing",,strict,True,
dog,neighbor,coyote,"a high-resolution photograph of a coyote in the wild, with natural lighting",,strict,True,
dog,neighbor,coyote,"a photo of a coyote in a natural setting, in a serene setting",,strict,True,
dog,neighbor,coyote,"a sharply focused coyote with a blurred background, under overcast skies",,strict,True,
dog,neighbor,coyote,"a coyote under warm afternoon light, in crisp detail",,strict,True,
dog,neighbor,coyote,"a coyote under warm afternoon light, with cinematic framing",,strict,True,
dog,neighbor,coyote,"a documentary-style photo of a coyote, in crisp detail",,strict,True,
dog,neighbor,coyote,"a close-up of a coyote in soft daylight, with natural lighting",,strict,True,
dog,neighbor,coyote,"a detailed image of a coyote, under overcast skies",,strict,True,
dog,neighbor,coyote,"a coyote under warm afternoon light, under overcast skies",,strict,True,
dog,neighbor,coyote,"a close-up of a coyote in soft daylight, with cinematic framing",,strict,True,
dog,neighbor,coyote,"a realistic coyote standing outdoors, with cinematic framing",,strict,True,
dog,neighbor,dingo,"a realistic dingo standing outdoors, with natural lighting",,strict,True,
dog,neighbor,dingo,"a detailed image of a dingo, in a serene setting",,strict,True,
dog,neighbor,dingo,"a high-resolution photograph of a dingo in the wild, in a serene setting",,strict,True,
dog,neighbor,dingo,"a detailed image of a dingo, with cinematic framing",,strict,True,
dog,neighbor,dingo,"a dingo near water at sunset, with natural lighting",,strict,True,
dog,neighbor,dingo,"a close-up of a dingo in soft daylight, with cinematic framing",,strict,True,
dog,neighbor,dingo,"a dingo near water at sunset, in a serene setting",,strict,True,
dog,neighbor,dingo,"a high-resolution photograph of a dingo in the wild, with cinematic framing",,strict,True,
dog,neighbor,dingo,"a documentary-style photo of a dingo, under overcast skies",,strict,True,
dog,neighbor,dingo,"a high-resolution photograph of a dingo in the wild, in crisp detail",,strict,True,
dog,neighbor,dingo,"a dingo moving through its environment, in crisp detail",,strict,True,
dog,neighbor,dingo,"a high-resolution photograph of a dingo in the wild, with natural lighting",,strict,True,
dog,neighbor,dingo,"a realistic dingo standing outdoors, in crisp detail",,strict,True,
dog,neighbor,dingo,"a photo of a dingo in a natural setting, in a serene setting",,strict,True,
dog,neighbor,dingo,"a dingo under warm afternoon light, with cinematic framing",,strict,True,
dog,neighbor,dingo,"a dingo moving through its environment, with cinematic framing",,strict,True,
dog,neighbor,dingo,"a photo of a dingo in a natural setting, with cinematic framing",,strict,True,
dog,neighbor,dingo,"a high-resolution photograph of a dingo in the wild, under overcast skies",,strict,True,
dog,neighbor,dingo,"a close-up of a dingo in soft daylight, with natural lighting",,strict,True,
dog,neighbor,dingo,"a documentary-style photo of a dingo, in a serene setting",,strict,True,
dog,neighbor,fox,"a documentary-style photo of a fox, in a serene setting",,strict,True,
dog,neighbor,fox,"a realistic fox standing outdoors, with cinematic framing",,strict,True,
dog,neighbor,fox,"a detailed image of a fox, with cinematic framing",,strict,True,
dog,neighbor,fox,"a close-up of a fox in soft daylight, with cinematic framing",,strict,True,
dog,neighbor,fox,"a fox near water at sunset, in a serene setting",,strict,True,
dog,neighbor,fox,"a high-resolution photograph of a fox in the wild, in a serene setting",,strict,True,
dog,neighbor,fox,"a realistic fox standing outdoors, with natural lighting",,strict,True,
dog,neighbor,fox,"a close-up of a fox in soft daylight, in a serene setting",,strict,True,
dog,neighbor,fox,"a close-up of a fox in soft daylight, under overcast skies",,strict,True,
dog,neighbor,fox,"a documentary-style photo of a fox, in crisp detail",,strict,True,
dog,neighbor,fox,"a high-resolution photograph of a fox in the wild, with cinematic framing",,strict,True,
dog,neighbor,fox,"a detailed image of a fox, with natural lighting",,strict,True,
dog,neighbor,fox,"a fox moving through its environment, in a serene setting",,strict,True,
dog,neighbor,fox,"a detailed image of a fox, under overcast skies",,strict,True,
dog,neighbor,fox,"a photo of a fox in a natural setting, under overcast skies",,strict,True,
dog,neighbor,fox,"a photo of a fox in a natural setting, with cinematic framing",,strict,True,
dog,neighbor,fox,"a photo of a fox in a natural setting, with natural lighting",,strict,True,
dog,neighbor,fox,"a close-up of a fox in soft daylight, in crisp detail",,strict,True,
dog,neighbor,fox,"a detailed image of a fox, in a serene setting",,strict,True,
dog,neighbor,fox,"a documentary-style photo of a fox, under overcast skies",,strict,True,
dog,neighbor,hyena,"a detailed image of a hyena, in a serene setting",,strict,True,
dog,neighbor,hyena,"a hyena moving through its environment, under overcast skies",,strict,True,
dog,neighbor,hyena,"a hyena moving through its environment, in a serene setting",,strict,True,
dog,neighbor,hyena,"a sharply focused hyena with a blurred background, with cinematic framing",,strict,True,
dog,neighbor,hyena,"a hyena near water at sunset, in a serene setting",,strict,True,
dog,neighbor,hyena,"a sharply focused hyena with a blurred background, with natural lighting",,strict,True,
dog,neighbor,hyena,"a hyena under warm afternoon light, with natural lighting",,strict,True,
dog,neighbor,hyena,"a photo of a hyena in a natural setting, in crisp detail",,strict,True,
dog,neighbor,hyena,"a documentary-style photo of a hyena, in a serene setting",,strict,True,
dog,neighbor,hyena,"a close-up of a hyena in soft daylight, in crisp detail",,strict,True,
dog,neighbor,hyena,"a documentary-style photo of a hyena, with cinematic framing",,strict,True,
dog,neighbor,hyena,"a photo of a hyena in a natural setting, with natural lighting",,strict,True,
dog,neighbor,hyena,"a detailed image of a hyena, in crisp detail",,strict,True,
dog,neighbor,hyena,"a close-up of a hyena in soft daylight, with cinematic framing",,strict,True,
dog,neighbor,hyena,"a documentary-style photo of a hyena, under overcast skies",,strict,True,
dog,neighbor,hyena,"a realistic hyena standing outdoors, under overcast skies",,strict,True,
dog,neighbor,hyena,"a hyena near water at sunset, under overcast skies",,strict,True,
dog,neighbor,hyena,"a realistic hyena standing outdoors, in crisp detail",,strict,True,
dog,neighbor,hyena,"a high-resolution photograph of a hyena in the wild, with cinematic framing",,strict,True,
dog,neighbor,hyena,"a hyena moving through its environment, with natural lighting",,strict,True,
dog,neighbor,jackal,"a photo of a jackal in a natural setting, in a serene setting",,strict,True,
dog,neighbor,jackal,"a documentary-style photo of a jackal, with natural lighting",,strict,True,
dog,neighbor,jackal,"a detailed image of a jackal, with natural lighting",,strict,True,
dog,neighbor,jackal,"a high-resolution photograph of a jackal in the wild, with natural lighting",,strict,True,
dog,neighbor,jackal,"a high-resolution photograph of a jackal in the wild, in crisp detail",,strict,True,
dog,neighbor,jackal,"a high-resolution photograph of a jackal in the wild, with cinematic framing",,strict,True,
dog,neighbor,jackal,"a sharply focused jackal with a blurred background, under overcast skies",,strict,True,
dog,neighbor,jackal,"a sharply focused jackal with a blurred background, in a serene setting",,strict,True,
dog,neighbor,jackal,"a jackal moving through its environment, in a serene setting",,strict,True,
dog,neighbor,jackal,"a jackal moving through its environment, with natural lighting",,strict,True,
dog,neighbor,jackal,"a close-up of a jackal in soft daylight, with natural lighting",,strict,True,
dog,neighbor,jackal,"a jackal moving through its environment, in crisp detail",,strict,True,
dog,neighbor,jackal,"a jackal under warm afternoon light, under overcast skies",,strict,True,
dog,neighbor,jackal,"a jackal under warm afternoon light, in crisp detail",,strict,True,
dog,neighbor,jackal,"a detailed image of a jackal, with cinematic framing",,strict,True,
dog,neighbor,jackal,"a sharply focused jackal with a blurred background, with natural lighting",,strict,True,
dog,neighbor,jackal,"a close-up of a jackal in soft daylight, in a serene setting",,strict,True,
dog,neighbor,jackal,"a photo of a jackal in a natural setting, in crisp detail",,strict,True,
dog,neighbor,jackal,"a jackal moving through its environment, with cinematic framing",,strict,True,
dog,neighbor,jackal,"a jackal under warm afternoon light, with cinematic framing",,strict,True,
dog,control,jellyfish,"a close-up of a jellyfish in soft daylight, under overcast skies",,strict,True,
dog,control,jellyfish,"a jellyfish under warm afternoon light, under overcast skies",,strict,True,
dog,control,jellyfish,"a realistic jellyfish standing outdoors, in a serene setting",,strict,True,
dog,control,jellyfish,"a photo of a jellyfish in a natural setting, in crisp detail",,strict,True,
dog,control,jellyfish,"a jellyfish under warm afternoon light, with cinematic framing",,strict,True,
dog,control,jellyfish,"a jellyfish near water at sunset, under overcast skies",,strict,True,
dog,control,jellyfish,"a documentary-style photo of a jellyfish, under overcast skies",,strict,True,
dog,control,jellyfish,"a documentary-style photo of a jellyfish, with natural lighting",,strict,True,
dog,control,jellyfish,"a jellyfish near water at sunset, in crisp detail",,strict,True,
dog,control,jellyfish,"a detailed image of a jellyfish, in a serene setting",,strict,True,
dog,control,jellyfish,"a jellyfish moving through its environment, with cinematic framing",,strict,True,
dog,control,jellyfish,"a sharply focused jellyfish with a blurred background, under overcast skies",,strict,True,
dog,control,jellyfish,"a close-up of a jellyfish in soft daylight, with natural lighting",,strict,True,
dog,control,jellyfish,"a jellyfish near water at sunset, with natural lighting",,strict,True,
dog,control,jellyfish,"a high-resolution photograph of a jellyfish in the wild, under overcast skies",,strict,True,
dog,control,jellyfish,"a detailed image of a jellyfish, in crisp detail",,strict,True,
dog,control,jellyfish,"a documentary-style photo of a jellyfish, in crisp detail",,strict,True,
dog,control,jellyfish,"a detailed image of a jellyfish, with cinematic framing",,strict,True,
dog,control,jellyfish,"a realistic jellyfish standing outdoors, in crisp detail",,strict,True,
dog,control,jellyfish,"a jellyfish moving through its environment, under overcast skies",,strict,True,
dog,control,police car,"a police car moving through its environment, in crisp detail",,strict,True,
dog,control,police car,"a documentary-style photo of a police car, with cinematic framing",,strict,True,
dog,control,police car,"a high-resolution photograph of a police car in the wild, in crisp detail",,strict,True,
dog,control,police car,"a detailed image of a police car, in crisp detail",,strict,True,
dog,control,police car,"a detailed image of a police car, in a serene setting",,strict,True,
dog,control,police car,"a realistic police car standing outdoors, in a serene setting",,strict,True,
dog,control,police car,"a police car moving through its environment, under overcast skies",,strict,True,
dog,control,police car,"a documentary-style photo of a police car, in a serene setting",,strict,True,
dog,control,police car,"a close-up of a police car in soft daylight, in crisp detail",,strict,True,
dog,control,police car,"a high-resolution photograph of a police car in the wild, with cinematic framing",,strict,True,
dog,control,police car,"a close-up of a police car in soft daylight, with cinematic framing",,strict,True,
dog,control,police car,"a sharply focused police car with a blurred background, with cinematic framing",,strict,True,
dog,control,police car,"a police car near water at sunset, in a serene setting",,strict,True,
dog,control,police car,"a sharply focused police car with a blurred background, in a serene setting",,strict,True,
dog,control,police car,"a police car under warm afternoon light, in crisp detail",,strict,True,
dog,control,police car,"a close-up of a police car in soft daylight, with natural lighting",,strict,True,
dog,control,police car,"a police car moving through its environment, with natural lighting",,strict,True,
dog,control,police car,"a realistic police car standing outdoors, under overcast skies",,strict,True,
dog,control,police car,"a police car under warm afternoon light, in a serene setting",,strict,True,
dog,control,police car,"a documentary-style photo of a police car, in crisp detail",,strict,True,
dog,control,cactus,a close-up of a cactus in soft daylight,,strict,True,
dog,control,cactus,a photo of a cactus in a natural setting,,strict,True,
dog,control,cactus,a cactus moving through its environment,,strict,True,
dog,control,cactus,a cactus near water at sunset,,strict,True,
dog,control,cactus,a realistic cactus standing outdoors,,strict,True,
dog,control,cactus,a documentary-style photo of a cactus,,strict,True,
dog,control,cactus,a sharply focused cactus with a blurred background,,strict,True,
dog,control,cactus,a high-resolution photograph of a cactus in the wild,,strict,True,
dog,control,cactus,a cactus under warm afternoon light,,strict,True,
dog,control,cactus,a detailed image of a cactus,,strict,True,
dog,control,cactus,a studio-quality photo of a cactus,,strict,True,
dog,control,cactus,a cinematic portrait of a cactus,,strict,True,
dog,control,cactus,a professional photograph of a cactus,,strict,True,
dog,control,cactus,a naturalistic depiction of a cactus,,strict,True,
dog,control,cactus,a photorealistic image of a cactus,,strict,True,
dog,control,cactus,a highly detailed view of a cactus,,strict,True,
dog,control,cactus,a cactus in golden-hour lighting,,strict,True,
dog,control,cactus,a cactus under overcast daylight,,strict,True,
dog,control,cactus,a cactus at sunrise with soft haze,,strict,True,
dog,control,cactus,a clean composition featuring a cactus,,strict,True,
dog,control,melon,"a melon near water at sunset, with cinematic framing",,strict,True,
dog,control,melon,"a sharply focused melon with a blurred background, with cinematic framing",,strict,True,
dog,control,melon,"a detailed image of a melon, with cinematic framing",,strict,True,
dog,control,melon,"a melon near water at sunset, in a serene setting",,strict,True,
dog,control,melon,"a melon near water at sunset, with natural lighting",,strict,True,
dog,control,melon,"a high-resolution photograph of a melon in the wild, under overcast skies",,strict,True,
dog,control,melon,"a realistic melon standing outdoors, in a serene setting",,strict,True,
dog,control,melon,"a melon moving through its environment, with natural lighting",,strict,True,
dog,control,melon,"a documentary-style photo of a melon, in a serene setting",,strict,True,
dog,control,melon,"a sharply focused melon with a blurred background, in crisp detail",,strict,True,
dog,control,melon,"a high-resolution photograph of a melon in the wild, with natural lighting",,strict,True,
dog,control,melon,"a melon moving through its environment, in a serene setting",,strict,True,
dog,control,melon,"a melon moving through its environment, under overcast skies",,strict,True,
dog,control,melon,"a documentary-style photo of a melon, with natural lighting",,strict,True,
dog,control,melon,"a sharply focused melon with a blurred background, in a serene setting",,strict,True,
dog,control,melon,"a close-up of a melon in soft daylight, under overcast skies",,strict,True,
dog,control,melon,"a detailed image of a melon, in a serene setting",,strict,True,
dog,control,melon,"a melon under warm afternoon light, under overcast skies",,strict,True,
dog,control,melon,"a detailed image of a melon, with natural lighting",,strict,True,
dog,control,melon,"a melon moving through its environment, with cinematic framing",,strict,True,
dog,control,airplane,a close-up of a airplane in soft daylight,,strict,True,
dog,control,airplane,a photo of a airplane in a natural setting,,strict,True,
dog,control,airplane,a airplane moving through its environment,,strict,True,
dog,control,airplane,a airplane near water at sunset,,strict,True,
dog,control,airplane,a realistic airplane standing outdoors,,strict,True,
dog,control,airplane,a documentary-style photo of a airplane,,strict,True,
dog,control,airplane,a sharply focused airplane with a blurred background,,strict,True,
dog,control,airplane,a high-resolution photograph of a airplane in the wild,,strict,True,
dog,control,airplane,a airplane under warm afternoon light,,strict,True,
dog,control,airplane,a detailed image of a airplane,,strict,True,
dog,control,airplane,a studio-quality photo of a airplane,,strict,True,
dog,control,airplane,a cinematic portrait of a airplane,,strict,True,
dog,control,airplane,a professional photograph of a airplane,,strict,True,
dog,control,airplane,a naturalistic depiction of a airplane,,strict,True,
dog,control,airplane,a photorealistic image of a airplane,,strict,True,
dog,control,airplane,a highly detailed view of a airplane,,strict,True,
dog,control,airplane,a airplane in golden-hour lighting,,strict,True,
dog,control,airplane,a airplane under overcast daylight,,strict,True,
dog,control,airplane,a airplane at sunrise with soft haze,,strict,True,
dog,control,airplane,a clean composition featuring a airplane,,strict,True,
dog,control,bicycle,a close-up of a bicycle in soft daylight,,strict,True,
dog,control,bicycle,a photo of a bicycle in a natural setting,,strict,True,
dog,control,bicycle,a bicycle moving through its environment,,strict,True,
dog,control,bicycle,a bicycle near water at sunset,,strict,True,
dog,control,bicycle,a realistic bicycle standing outdoors,,strict,True,
dog,control,bicycle,a documentary-style photo of a bicycle,,strict,True,
dog,control,bicycle,a sharply focused bicycle with a blurred background,,strict,True,
dog,control,bicycle,a high-resolution photograph of a bicycle in the wild,,strict,True,
dog,control,bicycle,a bicycle under warm afternoon light,,strict,True,
dog,control,bicycle,a detailed image of a bicycle,,strict,True,
dog,control,bicycle,a studio-quality photo of a bicycle,,strict,True,
dog,control,bicycle,a cinematic portrait of a bicycle,,strict,True,
dog,control,bicycle,a professional photograph of a bicycle,,strict,True,
dog,control,bicycle,a naturalistic depiction of a bicycle,,strict,True,
dog,control,bicycle,a photorealistic image of a bicycle,,strict,True,
